"","subjid","weekday","ageyears","agegroup","language","order","timelinefirst","task","linenum","itemtype","itemnum","item","linelength","distfrommid","distfrommid2","response1","response2","response","correctr","prompts","exclude","DaysOfWeek_Correct","Num_Prompts","correctR","correct","dist.error","dist.error.a","resp.stat","resp.stat.1","item.stat","stat.correct","stat.correct.1","resp.remoteness","cor.remote"
"986","B17CD","4",4.1,"4","german","3",0,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,5,NA,0,NA,NA,4,NA,NA,NA,0,0,0,1,1,NA,NA
"987","B17CD","4",4.1,"4","german","3",0,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,4,NA,4,4,NA,0,NA,NA,3,0,-1,1,0,0,0,1,1,NA,NA
"988","B17CD","4",4.1,"4","german","3",0,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,5,NA,NA,NA,0,0,1,0,0,NA,NA
"989","B16AT","1",4.11,"4","german","1",1,"timeline","1","event","1","breakfast",14,-3.4,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"990","B16AT","1",4.11,"4","german","1",1,"timeline","1","event","2","nextbday",14,0.9,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"991","B16AT","1",4.11,"4","german","1",1,"timeline","1","event","3","dinner",14,-0.3,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,1,0,0,NA,NA
"992","B16AT","1",4.11,"4","german","1",1,"timeline","1","event","4","lastbday",14,-2.1,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"993","B16AT","1",4.11,"4","german","1",1,"timeline","2","deictic","1","lastweek",14,-2.2,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"994","B16AT","1",4.11,"4","german","1",1,"timeline","2","deictic","2","tomorrow",14,0.7,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"995","B16AT","1",4.11,"4","german","1",1,"timeline","2","deictic","3","tonight",14,-0.6,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,0,0,1,0,0,NA,NA
"996","B16AT","1",4.11,"4","german","1",1,"timeline","2","deictic","4","thismorning",14,-3.6,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"997","B16AT","1",4.11,"4","german","1",1,"timeline","3","deictic","1","nextweek",14,2,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"998","B16AT","1",4.11,"4","german","1",1,"timeline","3","deictic","2","nextyear",14,4.1,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"999","B16AT","1",4.11,"4","german","1",1,"timeline","3","deictic","3","yesterday",14,-2.1,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"1000","B16AT","1",4.11,"4","german","1",1,"timeline","3","deictic","4","lastyear",14,-3.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1001","B16AT","1",4.11,"4","german","1",1,"timeline","4","deictic","1","yesterday",14,-1,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1002","B16AT","1",4.11,"4","german","1",1,"timeline","4","deictic","2","tomorrow",14,-0.7,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,0,0,1,0,0,NA,NA
"1003","B16AT","1",4.11,"4","german","1",1,"timeline","4","deictic","3","aftertomorrow",14,1.7,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1004","B16AT","1",4.11,"4","german","1",1,"timeline","4","deictic","4","beforeyesterday",14,0.7,NA,3,NA,3,1,NA,0,NA,NA,1,0,-2,2,1,1,0,0,0,NA,NA
"1005","B16AT","1",4.11,"4","german","2",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,0,NA,0,7,NA,0,NA,NA,7,0,7,7,0,0,0,1,1,NA,NA
"1006","B16AT","1",4.11,"4","german","2",1,"calendar","1","deictic","1","yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,"1"
"1007","B16AT","1",4.11,"4","german","2",1,"calendar","2","deictic","2","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"1008","B16AT","1",4.11,"4","german","2",1,"calendar","3","deictic","3","beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,"1"
"1009","B16AT","1",4.11,"4","german","2",1,"calendar","4","deictic","4","aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,"1"
"1010","B16AT","1",4.11,"4","german","2",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"1011","B16AT","1",4.11,"4","german","2",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"1012","B16AT","1",4.11,"4","german","2",1,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"1013","B16AT","1",4.11,"4","german","2",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"1014","B16AT","1",4.11,"4","german","2",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"1015","B15LS","7",5.7,"5","german","2",0,"timeline","1","event","1","lastbday",14,-1.9,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"1016","B15LS","7",5.7,"5","german","2",0,"timeline","1","event","2","dinner",14,4.1,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"1017","B15LS","7",5.7,"5","german","2",0,"timeline","1","event","3","nextbday",14,0.2,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,1,1,1,1,1,NA,NA
"1018","B15LS","7",5.7,"5","german","2",0,"timeline","1","event","4","breakfast",14,-6.2,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"1019","B15LS","7",5.7,"5","german","2",0,"timeline","2","deictic","1","thismorning",14,-7,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"1020","B15LS","7",5.7,"5","german","2",0,"timeline","2","deictic","2","tonight",14,6.8,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"1021","B15LS","7",5.7,"5","german","2",0,"timeline","2","deictic","3","tomorrow",14,-6.8,NA,2,NA,2,4,NA,0,NA,NA,4,0,2,2,0,0,1,0,0,NA,NA
"1022","B15LS","7",5.7,"5","german","2",0,"timeline","2","deictic","4","lastweek",14,-6.6,NA,3,NA,3,1,NA,0,NA,NA,1,0,-2,2,0,0,0,1,1,NA,NA
"1023","B15LS","7",5.7,"5","german","2",0,"timeline","3","deictic","1","lastyear",14,-7,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1024","B15LS","7",5.7,"5","german","2",0,"timeline","3","deictic","2","yesterday",14,-6.8,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1025","B15LS","7",5.7,"5","german","2",0,"timeline","3","deictic","3","nextyear",14,6.9,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1026","B15LS","7",5.7,"5","german","2",0,"timeline","3","deictic","4","nextweek",14,6.7,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"1027","B15LS","7",5.7,"5","german","2",0,"timeline","4","deictic","1","tomorrow",14,-0.1,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,1,0,0,NA,NA
"1028","B15LS","7",5.7,"5","german","2",0,"timeline","4","deictic","2","yesterday",14,-6.8,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1029","B15LS","7",5.7,"5","german","2",0,"timeline","4","deictic","3","beforeyesterday",14,-6.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1030","B15LS","7",5.7,"5","german","2",0,"timeline","4","deictic","4","aftertomorrow",14,4.3,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1031","B15LS","7",5.7,"5","german","4",0,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,0,NA,0,7,NA,0,NA,NA,7,0,7,7,0,0,0,1,1,NA,NA
"1032","B15LS","7",5.7,"5","german","4",0,"calendar","1","deictic","1","beforeyesterday",NA,NA,NA,6,3,3,2,1,0,NA,NA,2,0,-1,1,0,1,0,1,0,1,"0"
"1033","B15LS","7",5.7,"5","german","4",0,"calendar","2","deictic","2","aftertomorrow",NA,NA,NA,5,6,6,6,1,0,NA,NA,6,1,0,0,1,1,1,1,1,2,"1"
"1034","B15LS","7",5.7,"5","german","4",0,"calendar","3","deictic","3","yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,"1"
"1035","B15LS","7",5.7,"5","german","4",0,"calendar","4","deictic","4","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"1036","B15LS","7",5.7,"5","german","4",0,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"1037","B15LS","7",5.7,"5","german","4",0,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1038","B15LS","7",5.7,"5","german","4",0,"calendar",NA,"verbal","4","today",NA,NA,NA,3,NA,3,1,NA,0,NA,NA,7,0,4,4,0,0,0,1,1,NA,NA
"1039","B15LS","7",5.7,"5","german","4",0,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,3,NA,3,7,NA,0,NA,NA,6,0,3,3,0,0,0,1,1,NA,NA
"1040","B15LS","7",5.7,"5","german","4",0,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"1041","B14JE","4",5.7,"5","german","1",1,"timeline","1","event","1","breakfast",14,0,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1042","B14JE","4",5.7,"5","german","1",1,"timeline","1","event","2","nextbday",14,5.2,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,1,1,1,1,1,NA,NA
"1043","B14JE","4",5.7,"5","german","1",1,"timeline","1","event","3","dinner",14,6.5,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"1044","B14JE","4",5.7,"5","german","1",1,"timeline","1","event","4","lastbday",14,-2.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1045","B14JE","4",5.7,"5","german","1",1,"timeline","2","deictic","1","lastweek",14,-1,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"1046","B14JE","4",5.7,"5","german","1",1,"timeline","2","deictic","2","tomorrow",14,-2.9,NA,1,NA,1,4,NA,0,NA,NA,4,0,3,3,0,0,1,0,0,NA,NA
"1047","B14JE","4",5.7,"5","german","1",1,"timeline","2","deictic","3","tonight",14,7,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"1048","B14JE","4",5.7,"5","german","1",1,"timeline","2","deictic","4","thismorning",14,0.2,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,1,1,0,0,0,NA,NA
"1049","B14JE","4",5.7,"5","german","1",1,"timeline","3","deictic","1","nextweek",14,-3,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,1,0,0,NA,NA
"1050","B14JE","4",5.7,"5","german","1",1,"timeline","3","deictic","2","nextyear",14,1.8,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1051","B14JE","4",5.7,"5","german","1",1,"timeline","3","deictic","3","yesterday",14,-4.7,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"1052","B14JE","4",5.7,"5","german","1",1,"timeline","3","deictic","4","lastyear",14,-3.9,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"1053","B14JE","4",5.7,"5","german","1",1,"timeline","4","deictic","1","yesterday",14,6.8,NA,4,NA,4,2,NA,0,NA,NA,2,0,-2,2,1,1,0,0,0,NA,NA
"1054","B14JE","4",5.7,"5","german","1",1,"timeline","4","deictic","2","tomorrow",14,5.5,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"1055","B14JE","4",5.7,"5","german","1",1,"timeline","4","deictic","3","aftertomorrow",14,4.6,NA,2,NA,2,4,NA,0,NA,NA,4,0,2,2,1,1,1,1,1,NA,NA
"1056","B14JE","4",5.7,"5","german","1",1,"timeline","4","deictic","4","beforeyesterday",14,-6.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1057","B14JE","4",5.7,"5","german","3",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,7,NA,7,7,NA,0,NA,NA,7,1,0,0,1,1,0,0,0,NA,NA
"1058","B14JE","4",5.7,"5","german","3",1,"calendar","1","deictic","1","tomorrow",NA,NA,NA,6,5,5,5,1,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"1059","B14JE","4",5.7,"5","german","3",1,"calendar","2","deictic","2","beforeyesterday",NA,NA,NA,3,6,6,2,1,0,NA,NA,2,0,-4,4,1,0,0,0,1,2,"1"
"1060","B14JE","4",5.7,"5","german","3",1,"calendar","3","deictic","3","aftertomorrow",NA,NA,NA,3,6,6,6,1,0,NA,NA,6,1,0,0,1,0,1,1,0,2,"1"
"1061","B14JE","4",5.7,"5","german","3",1,"calendar","4","deictic","4","yesterday",NA,NA,NA,6,5,5,3,1,0,NA,NA,3,0,-2,2,1,1,0,0,0,1,"1"
"1062","B14JE","4",5.7,"5","german","3",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"1063","B14JE","4",5.7,"5","german","3",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1064","B14JE","4",5.7,"5","german","3",1,"calendar",NA,"verbal","4","today",NA,NA,NA,5,NA,5,5,NA,0,NA,NA,4,0,-1,1,1,1,0,0,0,NA,NA
"1065","B14JE","4",5.7,"5","german","3",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,4,NA,4,4,NA,0,NA,NA,3,0,-1,1,0,0,0,1,1,NA,NA
"1066","B14JE","4",5.7,"5","german","3",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,5,NA,NA,NA,0,0,1,0,0,NA,NA
"1067","B30AW","4",4,"4","german","2",0,"timeline","1","event","1","lastbday",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"1068","B30AW","4",4,"4","german","2",0,"timeline","1","event","2","dinner",14,0,NA,1,NA,1,3,NA,0,NA,NA,3,0,2,2,0,0,1,0,0,NA,NA
"1069","B30AW","4",4,"4","german","2",0,"timeline","1","event","3","nextbday",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"1070","B30AW","4",4,"4","german","2",0,"timeline","1","event","4","breakfast",14,6.4,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,1,1,0,0,0,NA,NA
"1071","B30AW","4",4,"4","german","2",0,"timeline","2","deictic","1","thismorning",14,4.5,NA,4,NA,4,2,NA,0,NA,NA,2,0,-2,2,1,1,0,0,0,NA,NA
"1072","B30AW","4",4,"4","german","2",0,"timeline","2","deictic","2","tonight",14,2.8,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,1,1,1,1,1,NA,NA
"1073","B30AW","4",4,"4","german","2",0,"timeline","2","deictic","3","tomorrow",14,3.9,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,1,1,1,1,1,NA,NA
"1074","B30AW","4",4,"4","german","2",0,"timeline","2","deictic","4","lastweek",14,1.1,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,1,1,0,0,0,NA,NA
"1075","B30AW","4",4,"4","german","2",0,"timeline","3","deictic","1","lastyear",14,4.1,NA,4,NA,4,1,NA,0,NA,NA,1,0,-3,3,1,1,0,0,0,NA,NA
"1076","B30AW","4",4,"4","german","2",0,"timeline","3","deictic","2","yesterday",14,3.2,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,1,1,0,0,0,NA,NA
"1077","B30AW","4",4,"4","german","2",0,"timeline","3","deictic","3","nextyear",14,2.8,NA,2,NA,2,4,NA,0,NA,NA,4,0,2,2,1,1,1,1,1,NA,NA
"1078","B30AW","4",4,"4","german","2",0,"timeline","3","deictic","4","nextweek",14,2.5,NA,1,NA,1,3,NA,0,NA,NA,3,0,2,2,1,1,1,1,1,NA,NA
"1079","B30AW","4",4,"4","german","2",0,"timeline","4","deictic","1","tomorrow",14,5.7,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"1080","B30AW","4",4,"4","german","2",0,"timeline","4","deictic","2","yesterday",14,3.3,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,1,1,0,0,0,NA,NA
"1081","B30AW","4",4,"4","german","2",0,"timeline","4","deictic","3","beforeyesterday",14,5.5,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,1,1,0,0,0,NA,NA
"1082","B30AW","4",4,"4","german","2",0,"timeline","4","deictic","4","aftertomorrow",14,4.5,NA,2,NA,2,4,NA,0,NA,NA,4,0,2,2,1,1,1,1,1,NA,NA
"1083","B30AW","4",4,"4","german","2",0,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,0,NA,0,7,NA,0,NA,NA,7,0,7,7,0,0,0,1,1,NA,NA
"1084","B30AW","4",4,"4","german","2",0,"calendar","1","deictic","1","yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,"1"
"1085","B30AW","4",4,"4","german","2",0,"calendar","2","deictic","2","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"1086","B30AW","4",4,"4","german","2",0,"calendar","3","deictic","3","beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,"1"
"1087","B30AW","4",4,"4","german","2",0,"calendar","4","deictic","4","aftertomorrow",NA,NA,NA,7,NA,7,6,NA,0,NA,NA,6,0,-1,1,1,1,1,1,1,3,"0"
"1088","B30AW","4",4,"4","german","2",0,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"1089","B30AW","4",4,"4","german","2",0,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1090","B30AW","4",4,"4","german","2",0,"calendar",NA,"verbal","4","today",NA,NA,NA,5,NA,5,5,NA,0,NA,NA,4,0,-1,1,1,1,0,0,0,NA,NA
"1091","B30AW","4",4,"4","german","2",0,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,4,NA,4,4,NA,0,NA,NA,3,0,-1,1,0,0,0,1,1,NA,NA
"1092","B30AW","4",4,"4","german","2",0,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,5,NA,NA,NA,0,0,1,0,0,NA,NA
"1093","B13JE","4",5.7,"5","german","2",0,"timeline","1","event","1","lastbday",14,0,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"1094","B13JE","4",5.7,"5","german","2",0,"timeline","1","event","2","dinner",14,4.4,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"1095","B13JE","4",5.7,"5","german","2",0,"timeline","1","event","3","nextbday",14,6.6,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1096","B13JE","4",5.7,"5","german","2",0,"timeline","1","event","4","breakfast",14,-5.2,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"1097","B13JE","4",5.7,"5","german","2",0,"timeline","2","deictic","1","thismorning",14,-6.7,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1098","B13JE","4",5.7,"5","german","2",0,"timeline","2","deictic","2","tonight",14,6.2,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"1099","B13JE","4",5.7,"5","german","2",0,"timeline","2","deictic","3","tomorrow",14,6.6,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1100","B13JE","4",5.7,"5","german","2",0,"timeline","2","deictic","4","lastweek",14,-6.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1101","B13JE","4",5.7,"5","german","2",0,"timeline","3","deictic","1","lastyear",14,-6.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1102","B13JE","4",5.7,"5","german","2",0,"timeline","3","deictic","2","yesterday",14,-6.6,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1103","B13JE","4",5.7,"5","german","2",0,"timeline","3","deictic","3","nextyear",14,5.5,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1104","B13JE","4",5.7,"5","german","2",0,"timeline","3","deictic","4","nextweek",14,-5.9,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,1,0,0,NA,NA
"1105","B13JE","4",5.7,"5","german","2",0,"timeline","4","deictic","1","tomorrow",14,6.3,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"1106","B13JE","4",5.7,"5","german","2",0,"timeline","4","deictic","2","yesterday",14,-6.5,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1107","B13JE","4",5.7,"5","german","2",0,"timeline","4","deictic","3","beforeyesterday",14,-6.7,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1108","B13JE","4",5.7,"5","german","2",0,"timeline","4","deictic","4","aftertomorrow",14,6.6,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1109","B13JE","4",5.7,"5","german","1",0,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,7,NA,7,7,NA,0,NA,NA,7,1,0,0,1,1,0,0,0,NA,NA
"1110","B13JE","4",5.7,"5","german","1",0,"calendar","1","deictic","1","yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,"1"
"1111","B13JE","4",5.7,"5","german","1",0,"calendar","2","deictic","2","beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,"1"
"1112","B13JE","4",5.7,"5","german","1",0,"calendar","3","deictic","3","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"1113","B13JE","4",5.7,"5","german","1",0,"calendar","4","deictic","4","aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,"1"
"1114","B13JE","4",5.7,"5","german","1",0,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"1115","B13JE","4",5.7,"5","german","1",0,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1116","B13JE","4",5.7,"5","german","1",0,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,5,NA,0,NA,NA,4,NA,NA,NA,0,0,0,1,1,NA,NA
"1117","B13JE","4",5.7,"5","german","1",0,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,4,NA,4,4,NA,0,NA,NA,3,0,-1,1,0,0,0,1,1,NA,NA
"1118","B13JE","4",5.7,"5","german","1",0,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,5,NA,NA,NA,0,0,1,0,0,NA,NA
"1119","B12AT","3",5.1,"5","german","1",0,"timeline","1","event","1","breakfast",14,-2.2,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1120","B12AT","3",5.1,"5","german","1",0,"timeline","1","event","2","nextbday",14,2.2,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1121","B12AT","3",5.1,"5","german","1",0,"timeline","1","event","3","dinner",14,4.9,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"1122","B12AT","3",5.1,"5","german","1",0,"timeline","1","event","4","lastbday",14,-4.6,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1123","B12AT","3",5.1,"5","german","1",0,"timeline","2","deictic","1","lastweek",14,-2,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"1124","B12AT","3",5.1,"5","german","1",0,"timeline","2","deictic","2","tomorrow",14,4.2,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1125","B12AT","3",5.1,"5","german","1",0,"timeline","2","deictic","3","tonight",14,2.2,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"1126","B12AT","3",5.1,"5","german","1",0,"timeline","2","deictic","4","thismorning",14,-4.2,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"1127","B12AT","3",5.1,"5","german","1",0,"timeline","3","deictic","1","nextweek",14,5.1,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"1128","B12AT","3",5.1,"5","german","1",0,"timeline","3","deictic","2","nextyear",14,3.6,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"1129","B12AT","3",5.1,"5","german","1",0,"timeline","3","deictic","3","yesterday",14,-3.1,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
