"","X","subjid","weekday","ageyears","agegroup","language","order","timelinefirst","task","linenum","itemtype","itemnum","item","linelength","distfrommid","distfrommid_2","response1","response2","response","correctr","prompts","exclude","DaysOfWeek_Correct","Num_Prompts","correctR","correct","dist.error","dist.error.a","resp.stat","resp.stat.1","item.stat","stat.correct","stat.correct.1","resp.remoteness","cor.remote"
"2186",2186,"A23EG",3,5.3,"5","german",2,0,"timeline",1,"event",2,"dinner",14,3,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"2187",2187,"A23EG",3,5.3,"5","german",2,0,"timeline",1,"event",3,"nextbday",14,-0.8,NA,1,NA,1,4,NA,0,NA,NA,4,0,3,3,0,0,1,0,0,NA,NA
"2188",2188,"A23EG",3,5.3,"5","german",2,0,"timeline",1,"event",4,"breakfast",14,1.2,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,1,1,0,0,0,NA,NA
"2189",2189,"A23EG",3,5.3,"5","german",2,0,"timeline",2,"deictic",1,"thismorning",14,5.3,NA,4,NA,4,2,NA,0,NA,NA,2,0,-2,2,1,1,0,0,0,NA,NA
"2190",2190,"A23EG",3,5.3,"5","german",2,0,"timeline",2,"deictic",2,"tonight",14,2.7,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,1,1,1,1,1,NA,NA
"2191",2191,"A23EG",3,5.3,"5","german",2,0,"timeline",2,"deictic",3,"tomorrow",14,1.5,NA,1,NA,1,4,NA,0,NA,NA,4,0,3,3,1,1,1,1,1,NA,NA
"2192",2192,"A23EG",3,5.3,"5","german",2,0,"timeline",2,"deictic",4,"lastweek",14,3.9,NA,3,NA,3,1,NA,0,NA,NA,1,0,-2,2,1,1,0,0,0,NA,NA
"2193",2193,"A23EG",3,5.3,"5","german",2,0,"timeline",3,"deictic",1,"lastyear",14,6.3,NA,4,NA,4,1,NA,0,NA,NA,1,0,-3,3,1,1,0,0,0,NA,NA
"2194",2194,"A23EG",3,5.3,"5","german",2,0,"timeline",3,"deictic",2,"yesterday",14,-0.4,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"2195",2195,"A23EG",3,5.3,"5","german",2,0,"timeline",3,"deictic",3,"nextyear",14,4.5,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,1,1,1,1,1,NA,NA
"2196",2196,"A23EG",3,5.3,"5","german",2,0,"timeline",3,"deictic",4,"nextweek",14,2.2,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,1,1,1,1,1,NA,NA
"2197",2197,"A23EG",3,5.3,"5","german",2,0,"timeline",4,"deictic",1,"tomorrow",14,4.8,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"2198",2198,"A23EG",3,5.3,"5","german",2,0,"timeline",4,"deictic",2,"yesterday",14,2.1,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,1,1,0,0,0,NA,NA
"2199",2199,"A23EG",3,5.3,"5","german",2,0,"timeline",4,"deictic",3,"beforeyesterday",14,3.2,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,1,1,0,0,0,NA,NA
"2200",2200,"A23EG",3,5.3,"5","german",2,0,"timeline",4,"deictic",4,"aftertomorrow",14,5.7,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"2201",2201,"A23EG",3,5.3,"5","german",2,0,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,0,NA,0,7,NA,0,NA,NA,7,0,7,7,0,0,0,1,1,NA,NA
"2202",2202,"A23EG",3,5.3,"5","german",2,0,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,2,2,2,3,1,0,NA,NA,3,0,1,1,0,0,0,1,1,2,0
"2203",2203,"A23EG",3,5.3,"5","german",2,0,"calendar",2,"deictic",2,"tomorrow",NA,NA,NA,3,6,6,5,1,0,NA,NA,5,0,-1,1,1,0,1,1,0,2,0
"2204",2204,"A23EG",3,5.3,"5","german",2,0,"calendar",3,"deictic",3,"beforeyesterday",NA,NA,NA,5,2,2,2,1,0,NA,NA,2,1,0,0,0,1,0,1,0,2,1
"2205",2205,"A23EG",3,5.3,"5","german",2,0,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"2206",2206,"A23EG",3,5.3,"5","german",2,0,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"2207",2207,"A23EG",3,5.3,"5","german",2,0,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2208",2208,"A23EG",3,5.3,"5","german",2,0,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,3,NA,NA,NA,0,0,0,1,1,NA,NA
"2209",2209,"A23EG",3,5.3,"5","german",2,0,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,NA,5,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"2210",2210,"A23EG",3,5.3,"5","german",2,0,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"2211",2211,"A24EG",6,7.6,"7","german",1,0,"timeline",1,"event",1,"breakfast",14,-0.9,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2212",2212,"A24EG",6,7.6,"7","german",1,0,"timeline",1,"event",2,"nextbday",14,1.5,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"2213",2213,"A24EG",6,7.6,"7","german",1,0,"timeline",1,"event",3,"dinner",14,0.5,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"2214",2214,"A24EG",6,7.6,"7","german",1,0,"timeline",1,"event",4,"lastbday",14,-3.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"2215",2215,"A24EG",6,7.6,"7","german",1,0,"timeline",2,"deictic",1,"lastweek",14,-0.8,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"2216",2216,"A24EG",6,7.6,"7","german",1,0,"timeline",2,"deictic",2,"tomorrow",14,0.8,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"2217",2217,"A24EG",6,7.6,"7","german",1,0,"timeline",2,"deictic",3,"tonight",14,0.1,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"2218",2218,"A24EG",6,7.6,"7","german",1,0,"timeline",2,"deictic",4,"thismorning",14,-0.4,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2219",2219,"A24EG",6,7.6,"7","german",1,0,"timeline",3,"deictic",1,"nextweek",14,1,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"2220",2220,"A24EG",6,7.6,"7","german",1,0,"timeline",3,"deictic",2,"nextyear",14,4,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"2221",2221,"A24EG",6,7.6,"7","german",1,0,"timeline",3,"deictic",3,"yesterday",14,-1.2,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2222",2222,"A24EG",6,7.6,"7","german",1,0,"timeline",3,"deictic",4,"lastyear",14,-4.1,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"2223",2223,"A24EG",6,7.6,"7","german",1,0,"timeline",4,"deictic",1,"yesterday",14,-1.3,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2224",2224,"A24EG",6,7.6,"7","german",1,0,"timeline",4,"deictic",2,"tomorrow",14,1.2,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"2225",2225,"A24EG",6,7.6,"7","german",1,0,"timeline",4,"deictic",3,"aftertomorrow",14,2.1,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"2226",2226,"A24EG",6,7.6,"7","german",1,0,"timeline",4,"deictic",4,"beforeyesterday",14,-2.2,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"2227",2227,"A24EG",6,7.6,"7","german",4,0,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,7,NA,7,7,NA,0,NA,NA,7,1,0,0,1,1,0,0,0,NA,NA
"2228",2228,"A24EG",6,7.6,"7","german",4,0,"calendar",1,"deictic",1,"beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"2229",2229,"A24EG",6,7.6,"7","german",4,0,"calendar",2,"deictic",2,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"2230",2230,"A24EG",6,7.6,"7","german",4,0,"calendar",3,"deictic",3,"yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"2231",2231,"A24EG",6,7.6,"7","german",4,0,"calendar",4,"deictic",4,"tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"2232",2232,"A24EG",6,7.6,"7","german",4,0,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"2233",2233,"A24EG",6,7.6,"7","german",4,0,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2234",2234,"A24EG",6,7.6,"7","german",4,0,"calendar",NA,"verbal",4,"today",NA,NA,NA,6,NA,6,6,NA,0,NA,NA,6,1,0,0,1,1,0,0,0,NA,NA
"2235",2235,"A24EG",6,7.6,"7","german",4,0,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,5,NA,5,5,NA,0,NA,NA,5,1,0,0,1,1,0,0,0,NA,NA
"2236",2236,"A24EG",6,7.6,"7","german",4,0,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,7,NA,NA,NA,0,0,1,0,0,NA,NA
"2237",2237,"A21EG",2,4.2,"4","german",1,1,"timeline",1,"event",1,"breakfast",14,6.1,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,1,1,0,0,0,NA,NA
"2238",2238,"A21EG",2,4.2,"4","german",1,1,"timeline",1,"event",2,"nextbday",14,3,NA,2,NA,2,4,NA,0,NA,NA,4,0,2,2,1,1,1,1,1,NA,NA
"2239",2239,"A21EG",2,4.2,"4","german",1,1,"timeline",1,"event",3,"dinner",14,6.3,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"2240",2240,"A21EG",2,4.2,"4","german",1,1,"timeline",1,"event",4,"lastbday",14,-3.9,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"2241",2241,"A21EG",2,4.2,"4","german",1,1,"timeline",2,"deictic",1,"lastweek",14,0,NA,3,NA,3,1,NA,0,NA,NA,1,0,-2,2,0,0,0,1,1,NA,NA
"2242",2242,"A21EG",2,4.2,"4","german",1,1,"timeline",2,"deictic",2,"tomorrow",14,-4.4,NA,2,NA,2,4,NA,0,NA,NA,4,0,2,2,0,0,1,0,0,NA,NA
"2243",2243,"A21EG",2,4.2,"4","german",1,1,"timeline",2,"deictic",3,"tonight",14,5.3,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"2244",2244,"A21EG",2,4.2,"4","german",1,1,"timeline",2,"deictic",4,"thismorning",14,-6,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"2245",2245,"A21EG",2,4.2,"4","german",1,1,"timeline",3,"deictic",1,"nextweek",14,5.8,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"2246",2246,"A21EG",2,4.2,"4","german",1,1,"timeline",3,"deictic",2,"nextyear",14,-1,NA,2,NA,2,4,NA,0,NA,NA,4,0,2,2,0,0,1,0,0,NA,NA
"2247",2247,"A21EG",2,4.2,"4","german",1,1,"timeline",3,"deictic",3,"yesterday",14,-4.5,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"2248",2248,"A21EG",2,4.2,"4","german",1,1,"timeline",3,"deictic",4,"lastyear",14,2.3,NA,3,NA,3,1,NA,0,NA,NA,1,0,-2,2,1,1,0,0,0,NA,NA
"2249",2249,"A21EG",2,4.2,"4","german",1,1,"timeline",4,"deictic",1,"yesterday",14,-5,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"2250",2250,"A21EG",2,4.2,"4","german",1,1,"timeline",4,"deictic",2,"tomorrow",14,5.7,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"2251",2251,"A21EG",2,4.2,"4","german",1,1,"timeline",4,"deictic",3,"aftertomorrow",14,3.3,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,1,1,1,1,1,NA,NA
"2252",2252,"A21EG",2,4.2,"4","german",1,1,"timeline",4,"deictic",4,"beforeyesterday",14,1.6,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,1,1,0,0,0,NA,NA
"2253",2253,"A21EG",2,4.2,"4","german",1,1,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,0,NA,0,7,NA,0,NA,NA,7,0,7,7,0,0,0,1,1,NA,NA
"2254",2254,"A21EG",2,4.2,"4","german",1,1,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,4,3,3,3,1,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"2255",2255,"A21EG",2,4.2,"4","german",1,1,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,3,3,3,2,1,0,NA,NA,2,0,-1,1,0,0,0,1,1,1,0
"2256",2256,"A21EG",2,4.2,"4","german",1,1,"calendar",3,"deictic",3,"tomorrow",NA,NA,NA,3,5,5,5,1,0,NA,NA,5,1,0,0,1,0,1,1,0,1,1
"2257",2257,"A21EG",2,4.2,"4","german",1,1,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"2258",2258,"A21EG",2,4.2,"4","german",1,1,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"2259",2259,"A21EG",2,4.2,"4","german",1,1,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"2260",2260,"A21EG",2,4.2,"4","german",1,1,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"2261",2261,"A21EG",2,4.2,"4","german",1,1,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"2262",2262,"A21EG",2,4.2,"4","german",1,1,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"2263",2263,"A14SN",1,7.11,"7","german",2,1,"timeline",1,"event",1,"lastbday",14,0.2,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,1,1,0,0,0,NA,NA
"2264",2264,"A14SN",1,7.11,"7","german",2,1,"timeline",1,"event",2,"dinner",14,0.5,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"2265",2265,"A14SN",1,7.11,"7","german",2,1,"timeline",1,"event",3,"nextbday",14,2.1,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"2266",2266,"A14SN",1,7.11,"7","german",2,1,"timeline",1,"event",4,"breakfast",14,0.4,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,1,1,0,0,0,NA,NA
"2267",2267,"A14SN",1,7.11,"7","german",2,1,"timeline",2,"deictic",1,"thismorning",14,-0.3,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2268",2268,"A14SN",1,7.11,"7","german",2,1,"timeline",2,"deictic",2,"tonight",14,0.3,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"2269",2269,"A14SN",1,7.11,"7","german",2,1,"timeline",2,"deictic",3,"tomorrow",14,1.1,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"2270",2270,"A14SN",1,7.11,"7","german",2,1,"timeline",2,"deictic",4,"lastweek",14,-1.6,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"2271",2271,"A14SN",1,7.11,"7","german",2,1,"timeline",3,"deictic",1,"lastyear",14,-3.6,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"2272",2272,"A14SN",1,7.11,"7","german",2,1,"timeline",3,"deictic",2,"yesterday",14,-0.5,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2273",2273,"A14SN",1,7.11,"7","german",2,1,"timeline",3,"deictic",3,"nextyear",14,2.3,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,1,1,1,1,1,NA,NA
"2274",2274,"A14SN",1,7.11,"7","german",2,1,"timeline",3,"deictic",4,"nextweek",14,0.9,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,1,1,1,1,1,NA,NA
"2275",2275,"A14SN",1,7.11,"7","german",2,1,"timeline",4,"deictic",1,"tomorrow",14,0.8,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"2276",2276,"A14SN",1,7.11,"7","german",2,1,"timeline",4,"deictic",2,"yesterday",14,-0.7,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,0,0,0,1,1,NA,NA
"2277",2277,"A14SN",1,7.11,"7","german",2,1,"timeline",4,"deictic",3,"beforeyesterday",14,-1.5,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"2278",2278,"A14SN",1,7.11,"7","german",2,1,"timeline",4,"deictic",4,"aftertomorrow",14,-2,NA,1,NA,1,4,NA,0,NA,NA,4,0,3,3,0,0,1,0,0,NA,NA
"2279",2279,"A14SN",1,7.11,"7","german",2,1,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,7,NA,7,7,NA,0,NA,NA,7,1,0,0,1,1,0,0,0,NA,NA
"2280",2280,"A14SN",1,7.11,"7","german",3,1,"calendar",1,"deictic",1,"tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"2281",2281,"A14SN",1,7.11,"7","german",3,1,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"2282",2282,"A14SN",1,7.11,"7","german",3,1,"calendar",3,"deictic",3,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"2283",2283,"A14SN",1,7.11,"7","german",3,1,"calendar",4,"deictic",4,"yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"2284",2284,"A14SN",1,7.11,"7","german",3,1,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"2285",2285,"A14SN",1,7.11,"7","german",3,1,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"2286",2286,"A14SN",1,7.11,"7","german",3,1,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"2287",2287,"A14SN",1,7.11,"7","german",3,1,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,7,NA,7,7,NA,0,NA,NA,7,1,0,0,1,1,0,0,0,NA,NA
"2288",2288,"A14SN",1,7.11,"7","german",3,1,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"2289",2289,"A11SN",1,5.7,"5","german",1,1,"timeline",1,"event",1,"breakfast",14,-4.3,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2290",2290,"A11SN",1,5.7,"5","german",1,1,"timeline",1,"event",2,"nextbday",14,3.1,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,1,1,1,1,1,NA,NA
"2291",2291,"A11SN",1,5.7,"5","german",1,1,"timeline",1,"event",3,"dinner",14,5.1,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"2292",2292,"A11SN",1,5.7,"5","german",1,1,"timeline",1,"event",4,"lastbday",14,-5,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"2293",2293,"A11SN",1,5.7,"5","german",1,1,"timeline",2,"deictic",1,"lastweek",14,-1.1,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"2294",2294,"A11SN",1,5.7,"5","german",1,1,"timeline",2,"deictic",2,"tomorrow",14,0.4,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,1,1,1,1,1,NA,NA
"2295",2295,"A11SN",1,5.7,"5","german",1,1,"timeline",2,"deictic",3,"tonight",14,5,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,1,1,1,1,1,NA,NA
"2296",2296,"A11SN",1,5.7,"5","german",1,1,"timeline",2,"deictic",4,"thismorning",14,-5.9,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"2297",2297,"A11SN",1,5.7,"5","german",1,1,"timeline",3,"deictic",1,"nextweek",14,-5.4,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,0,0,1,0,0,NA,NA
"2298",2298,"A11SN",1,5.7,"5","german",1,1,"timeline",3,"deictic",2,"nextyear",14,-0.1,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,0,0,1,0,0,NA,NA
"2299",2299,"A11SN",1,5.7,"5","german",1,1,"timeline",3,"deictic",3,"yesterday",14,-6.1,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"2300",2300,"A11SN",1,5.7,"5","german",1,1,"timeline",3,"deictic",4,"lastyear",14,-3.4,NA,3,NA,3,1,NA,0,NA,NA,1,0,-2,2,0,0,0,1,1,NA,NA
"2301",2301,"A11SN",1,5.7,"5","german",1,1,"timeline",4,"deictic",1,"yesterday",14,-6.1,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"2302",2302,"A11SN",1,5.7,"5","german",1,1,"timeline",4,"deictic",2,"tomorrow",14,-4.7,NA,2,NA,2,3,NA,0,NA,NA,3,0,1,1,0,0,1,0,0,NA,NA
"2303",2303,"A11SN",1,5.7,"5","german",1,1,"timeline",4,"deictic",3,"aftertomorrow",14,-2.5,NA,4,NA,4,4,NA,0,NA,NA,4,1,0,0,0,0,1,0,0,NA,NA
"2304",2304,"A11SN",1,5.7,"5","german",1,1,"timeline",4,"deictic",4,"beforeyesterday",14,-3.6,NA,3,NA,3,1,NA,0,NA,NA,1,0,-2,2,0,0,0,1,1,NA,NA
"2305",2305,"A11SN",1,5.7,"5","german",1,1,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,4,NA,4,7,NA,0,NA,NA,7,0,3,3,0,0,0,1,1,NA,NA
"2306",2306,"A11SN",1,5.7,"5","german",1,1,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"2307",2307,"A11SN",1,5.7,"5","german",1,1,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"2308",2308,"A11SN",1,5.7,"5","german",1,1,"calendar",3,"deictic",3,"tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"2309",2309,"A11SN",1,5.7,"5","german",1,1,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"2310",2310,"A11SN",1,5.7,"5","german",1,1,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"2311",2311,"A11SN",1,5.7,"5","german",1,1,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"2312",2312,"A11SN",1,5.7,"5","german",1,1,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"2313",2313,"A11SN",1,5.7,"5","german",1,1,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"2314",2314,"A11SN",1,5.7,"5","german",1,1,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"2315",2315,"A12SN",1,6,"6","german",2,0,"timeline",1,"event",1,"lastbday",14,-5.6,NA,2,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"2316",2316,"A12SN",1,6,"6","german",2,0,"timeline",1,"event",2,"dinner",14,-2,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,0,0,1,0,0,NA,NA
"2317",2317,"A12SN",1,6,"6","german",2,0,"timeline",1,"event",3,"nextbday",14,-3.7,NA,3,NA,3,4,NA,0,NA,NA,4,0,1,1,0,0,1,0,0,NA,NA
"2318",2318,"A12SN",1,6,"6","german",2,0,"timeline",1,"event",4,"breakfast",14,-6.2,NA,1,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"2319",2319,"A12SN",1,6,"6","german",2,0,"timeline",2,"deictic",1,"thismorning",14,-2,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,0,0,0,1,1,NA,NA
"2320",2320,"A12SN",1,6,"6","german",2,0,"timeline",2,"deictic",2,"tonight",14,-0.1,NA,4,NA,4,3,NA,0,NA,NA,3,0,-1,1,0,0,1,0,0,NA,NA
"2321",2321,"A12SN",1,6,"6","german",2,0,"timeline",2,"deictic",3,"tomorrow",14,-3.2,NA,2,NA,2,4,NA,0,NA,NA,4,0,2,2,0,0,1,0,0,NA,NA
